,userId,movieId,rating
92349,597,1394,5.0
91142,590,25825,4.0
50583,326,72605,4.0
33079,226,260,4.5
81219,514,2121,2.0
6628,45,1527,4.0
89426,580,1339,4.0
67579,437,1307,4.0
24262,168,1233,4.5
69084,448,2717,3.0
91967,596,30816,3.5
63117,414,2403,4.0
56727,377,3648,4.0
77281,483,380,4.0
17304,111,1569,3.5
70408,448,139385,3.5
84018,534,103042,3.0
5813,41,60950,3.0
61506,405,27664,3.5
88823,573,4816,5.0
24049,166,54001,4.5
14531,91,3727,4.5
28603,199,440,4.0
48921,317,68157,5.0
69938,448,85881,3.5
40472,274,61240,3.5
17640,111,72167,5.0
28476,198,2407,3.0
81630,517,1250,0.5
27408,186,2021,4.0
74277,474,4370,4.5
68025,438,6218,3.5
60311,389,719,4.0
41255,280,344,3.0
91485,593,26084,3.5
46756,307,104,3.0
19816,129,41566,4.0
28937,200,19,3.5
53427,352,91529,4.0
42452,288,2009,3.0
322,4,342,5.0
14700,92,1021,3.0
14297,91,1219,5.0
80555,509,6888,2.5
95721,600,6003,3.0
6305,42,4545,4.0
79203,490,69757,4.0
34066,232,3999,3.5
3061,20,2161,4.5
14352,91,1544,3.0
60844,393,3996,3.5
71633,462,1248,4.0
29451,202,714,4.0
44033,294,493,3.0
16530,105,26150,4.5
95105,600,7,3.5
15786,103,5952,3.5
926,7,2858,4.0
93260,599,1952,2.5
89824,582,84954,3.0
82268,522,2023,2.5
32834,222,104303,1.5
20958,139,6934,2.0
31034,217,892,3.0
41293,280,2105,2.0
13264,84,1057,4.0
4028,25,79132,5.0
33451,226,6874,3.5
50947,329,136850,5.0
45011,298,27904,3.0
10746,68,2355,3.0
75630,477,2085,4.0
40794,275,2671,5.0
50960,330,104,0.5
20247,132,46578,4.0
12433,78,743,2.0
60756,391,4914,5.0
31286,217,2322,2.0
67503,437,260,5.0
49909,320,26555,3.5
33081,226,277,3.0
94853,599,91653,2.5
60313,389,736,5.0
72756,469,2403,4.0
67284,434,48774,5.0
21420,140,3916,5.0
87561,564,7317,4.0
47733,308,364,3.0
55059,365,83349,4.0
68523,446,253,3.0
39671,274,2683,4.0
64102,414,6269,4.0
89888,583,60756,3.0
60985,395,355,3.0
38886,267,2890,1.0
100030,610,7454,2.0
35081,234,3439,2.0
86596,561,204,1.5
77312,483,708,3.5
93251,599,1917,3.0
23150,159,1307,4.5
40558,274,79592,3.5
77365,483,1230,4.5
16056,104,2795,3.0
35326,239,356,5.0
27621,187,1917,1.5
6103,42,2146,4.0
77735,483,30825,3.5
37035,249,73017,4.5
52294,339,85774,4.0
4017,25,2571,5.0
28112,195,553,4.0
55449,368,415,2.0
33594,227,40819,4.5
46457,305,88140,3.0
20525,135,2599,3.0
20524,135,2571,5.0
22120,146,344,2.0
34961,234,917,4.0
33869,230,52973,3.0
55726,368,2763,3.0
88181,568,593,5.0
28549,198,4718,1.0
79370,492,802,4.0
11539,68,86377,4.5
8157,57,904,5.0
69370,448,4623,5.0
8199,57,1196,4.0
41988,287,832,1.5
67873,438,3998,3.0
63290,414,2997,5.0
11894,73,58998,3.5
53962,356,3253,4.5
99895,610,5294,4.0
98838,608,1020,2.5
60581,391,1704,3.0
76702,480,4848,3.5
80960,511,4993,5.0
100473,610,81562,4.0
22313,151,107,3.0
14389,91,2002,2.0
38303,263,1537,4.0
45946,305,16,4.5
56613,376,2628,4.5
14377,91,1917,2.5
25122,177,1939,5.0
32035,219,58559,5.0
83696,534,3159,3.5
50487,326,1293,3.0
59426,387,1237,5.0
99847,610,4728,3.5
15211,98,71745,0.5
78883,489,4973,5.0
50313,325,1884,4.0
90420,587,3471,4.0
93441,599,2525,2.0
68608,447,345,3.0
73854,474,2641,4.0
43836,292,78499,4.0
55031,365,66509,3.5
254,2,106782,5.0
53093,351,4262,3.5
86542,560,105954,3.5
555,5,594,5.0
23844,165,5485,3.0
2876,19,3255,2.0
44676,298,2335,3.5
17780,111,122896,3.5
32024,219,55820,4.0
11305,68,48342,3.0
86981,561,68157,3.5
1952,18,3462,4.0
96102,603,16,4.0
73364,474,1041,4.5
13904,89,107951,5.0
6095,42,2028,5.0
68117,438,8622,4.0
43808,292,64231,2.0
8283,57,1608,3.0
37548,253,55069,4.0
36622,249,3821,2.5
66280,427,110,4.0
9839,64,5903,3.5
87008,561,84392,2.0
85948,558,2987,4.0
64386,414,30822,4.0
49091,318,1274,5.0
10129,66,2000,3.5
8971,62,58803,4.0
32218,220,49272,4.0
71717,462,2788,4.5
1229,10,91529,5.0
2318,19,260,4.0
95511,600,2716,4.5
7747,51,7569,5.0
58817,382,104074,3.0
4322,28,1678,2.0
70897,453,785,4.0
41835,285,1252,5.0
16960,106,76175,3.0
70185,448,106782,4.5
80377,509,19,4.0
14960,95,3071,4.0
92489,597,2403,5.0
93234,599,1845,2.5
40965,275,5810,3.0
89507,580,2826,4.0
40426,274,56174,4.0
67282,434,48516,5.0
98036,606,4883,4.0
31550,219,260,5.0
86619,561,485,2.5
48492,313,3153,5.0
62587,414,724,2.0
33889,231,2571,5.0
57547,380,7161,3.0
26674,182,3752,3.0
6148,42,2581,3.0
81831,517,48738,1.0
81846,517,56587,3.0
38163,261,6874,3.5
55560,368,1378,3.0
87079,561,138036,4.0
15468,101,2580,4.0
45542,301,296,4.5
32581,221,31692,0.5
39676,274,2699,3.0
16147,104,8368,4.0
79384,492,849,4.0
95638,600,4280,4.0
69473,448,5553,3.0
87442,563,69606,3.5
63668,414,4321,4.0
32782,222,68157,4.5
90800,590,2085,4.0
81527,516,4337,3.0
31015,217,748,3.0
63199,414,2690,3.0
62699,414,1097,4.0
68100,438,7438,4.0
62057,411,256,3.0
45596,301,3686,1.5
37432,250,1674,4.5
762,6,458,3.0
80044,502,1027,3.0
81615,517,1101,0.5
99375,608,6377,4.0
30136,210,108190,4.5
68921,448,1760,1.0
27335,186,780,4.0
33586,227,8914,4.5
63767,414,4736,1.5
64188,414,6720,3.0
75139,474,46850,4.0
78417,488,1957,3.0
4426,28,3793,3.5
97390,606,154,4.0
35035,234,2231,4.0
32027,219,56174,3.0
28798,199,3066,4.0
22175,148,4896,4.0
4350,28,2353,2.5
46954,307,1347,3.0
90039,585,55820,4.5
59171,386,22,3.0
34891,233,118198,2.5
94959,599,111759,3.5
66898,432,3156,3.0
36943,249,57669,4.0
14364,91,1682,4.0
71223,455,318,5.0
37858,256,88744,4.0
22267,149,1831,3.0
37014,249,69606,2.5
7318,50,93114,3.0
70604,450,3959,4.0
69309,448,4167,2.0
93802,599,4063,2.0
17004,108,25,4.0
18856,122,608,5.0
41271,280,919,3.5
62294,414,1,4.0
71963,462,112623,4.0
54907,365,318,4.5
8640,59,733,4.0
83981,534,94953,3.0
50574,326,64620,4.0
12655,80,70286,4.5
32708,222,4974,2.5
38428,263,8360,4.0
26558,182,2976,4.0
50246,325,858,5.0
22667,155,2879,5.0
86515,560,88744,3.5
943,7,4643,1.0
9803,64,4964,3.5
81524,516,4321,3.0
54567,359,1092,3.5
75835,477,6373,4.0
62040,411,204,3.0
86437,560,53322,4.0
95050,599,159061,3.0
22027,144,1035,4.5
87644,564,97921,3.5
66137,425,6377,4.0
49381,318,31410,4.5
31704,219,2329,3.5
18190,115,1379,5.0
77149,482,2640,5.0
81015,512,288,5.0
52948,348,1772,4.5
57163,380,2139,4.0
74803,474,7371,4.5
88967,573,96079,5.0
51871,336,2360,5.0
55231,367,902,3.0
45824,304,1036,4.0
82269,522,2028,5.0
60796,392,1197,3.0
53484,352,134130,5.0
62147,412,903,4.0
87046,561,104879,3.0
43006,288,6711,3.5
59043,385,539,3.0
36197,247,953,2.0
4001,24,96079,3.5
91039,590,5013,3.0
26952,182,5992,4.5
32021,219,55276,4.5
73010,471,6539,3.5
96421,603,1287,4.0
69806,448,68659,3.0
61601,408,2571,4.5
58889,383,2906,3.0
67048,432,84189,3.5
77073,481,1588,1.0
92161,597,7,1.0
76036,478,1917,2.0
81264,514,2903,2.0
63932,414,5388,3.0
92508,597,2468,1.0
86769,561,2640,4.0
5416,38,355,3.0
52675,345,1327,3.0
59163,385,1527,4.0
54199,357,919,4.5
73580,474,1719,4.0
27423,186,2135,4.0
96407,603,1263,5.0
31088,217,1216,3.0
58718,382,34048,4.5
84008,534,101076,3.5
86202,560,2174,4.5
60735,391,4034,2.0
44344,294,3263,1.0
99984,610,6754,3.0
26714,182,3968,4.0
8050,57,107,3.0
82746,525,2716,4.0
36330,248,1291,4.0
70428,448,143001,1.5
35951,245,745,3.0
23858,165,5956,3.0
80661,509,51834,4.0
26665,182,3729,4.0
57852,380,76251,4.0
11214,68,27660,3.0
93189,599,1672,2.5
45452,298,134528,0.5
74515,474,5951,2.5
2249,18,142488,4.5
4597,28,36527,3.0
85724,555,2862,1.0
3924,24,1370,3.5
37536,253,5902,5.0
66594,428,4941,2.0
29622,202,2231,4.0
25751,177,91630,3.5
82927,525,37729,3.5
17668,111,81229,4.0
48278,313,541,5.0
48799,317,50,5.0
48407,313,2043,2.0
36858,249,45517,3.5
18617,119,45517,4.0
58216,381,2011,3.0
84654,546,370,4.0
76490,480,2291,4.0
70697,452,1275,5.0
69378,448,4673,2.0
59068,385,750,5.0
89909,584,39,1.0
47464,307,7317,1.5
10150,66,2401,4.0
48131,312,2140,4.0
89056,577,39,3.0
82947,525,47999,4.0
23140,159,377,3.0
71396,458,500,3.0
97894,606,3450,3.5
56684,377,1203,5.0
92376,597,1627,4.0
87051,561,107406,4.0
63703,414,4463,2.0
24134,167,2371,3.0
7643,51,3257,2.5
17456,111,6365,1.0
16089,104,4641,2.5
37556,254,32,4.5
89483,580,2360,4.5
95729,600,6509,4.0
95761,600,7451,3.5
54687,361,2694,3.5
51609,332,79132,4.0
4032,25,122916,4.5
52928,348,296,5.0
32707,222,4973,3.0
94025,599,5349,3.5
40067,274,6615,2.5
14863,94,480,4.0
49385,318,32511,4.5
33481,226,8622,3.5
72483,469,357,3.0
849,6,838,4.0
83792,534,33669,4.0
6606,45,1307,3.0
38690,266,356,4.0
77750,483,35836,3.0
77337,483,1029,2.0
94606,599,51545,2.5
83361,528,2763,3.5
51128,330,2985,2.5
44822,298,4878,3.5
27030,182,7048,4.0
47932,310,252,2.5
68720,448,437,2.0
25885,179,18,4.0
97317,605,47610,4.0
98528,607,949,4.0
28172,195,1968,3.0
76073,479,842,2.0
59515,387,1729,3.5
2810,19,2808,2.0
59174,386,34,4.0
93178,599,1633,3.0
93901,599,4593,2.0
78875,489,4700,2.0
71482,460,7153,5.0
35795,242,231,3.0
1983,18,5349,4.0
63824,414,4971,3.0
96173,603,300,2.0
30654,215,1268,5.0
92815,599,459,1.5
12797,82,1485,3.5
85307,555,141,4.0
26,1,480,4.0
69330,448,4299,4.0
32621,222,784,2.5
80627,509,40339,1.5
76152,479,3146,1.0
97030,603,4786,1.0
12712,81,208,1.0
82618,525,48,3.0
25502,177,34336,2.5
98952,608,1732,4.0
77201,482,8948,2.0
61090,398,2455,3.0
85352,555,457,4.0
68749,448,592,3.0
34616,232,55280,3.5
91183,590,48516,4.0
51899,337,12,3.0
13395,85,1694,4.0
50959,330,62,3.0
77246,483,165,4.5
44669,298,2169,1.5
10208,66,3578,3.5
23942,166,2628,3.5
38014,260,1274,4.0
25464,177,8970,4.0
81065,513,1080,3.0
15602,103,551,4.0
30236,211,48774,3.5
69998,448,91323,1.5
35937,244,3214,5.0
93145,599,1487,2.0
27433,186,2311,4.0
89022,575,2574,3.0
80712,509,68793,3.0
62859,414,1598,2.0
57183,380,2376,3.0
17320,111,2005,2.0
66044,425,2115,4.0
41148,279,48516,4.0
1001,7,32029,2.0
89166,577,2114,4.0
76449,480,1747,3.0
86505,560,82202,1.0
47752,308,1196,2.5
99606,610,1136,5.0
48776,316,3623,1.5
95000,599,122918,3.0
98336,606,27821,2.5
59699,387,3052,3.0
51536,332,5952,4.0
4047,26,288,3.0
69482,448,5752,3.0
39804,274,3676,4.0
22549,153,87194,3.5
97864,606,3186,4.0
91517,594,252,5.0
86909,561,8633,3.5
26302,182,1275,3.5
66114,425,4963,4.0
81694,517,2139,1.5
82081,520,2997,4.0
70603,450,3955,2.0
6449,44,667,3.0
36359,248,122918,4.0
6724,45,2716,4.0
25115,177,1907,3.0
75235,475,3751,3.5
10848,68,3100,3.5
39198,273,364,5.0
96874,603,3359,4.0
65586,420,54995,4.0
86007,559,160,2.0
77239,483,110,4.0
67556,437,1183,5.0
42758,288,3317,4.5
91579,594,1497,5.0
67832,438,3510,4.0
52584,343,56367,4.5
91646,594,4155,5.0
46850,307,608,3.0
83242,527,1979,2.0
92131,596,143355,4.5
14286,91,1198,5.0
48189,312,3793,3.0
86020,559,234,3.0
24296,168,4406,5.0
46950,307,1339,4.0
31951,219,34162,3.0
90649,590,1084,4.0
95407,600,2087,3.0
95798,600,27020,3.0
8308,57,1769,2.0
18404,117,272,4.0
46986,307,1593,2.0
9809,64,5010,5.0
79874,498,480,4.0
17043,108,4308,5.0
75552,477,1253,4.0
98976,608,1923,3.5
24141,167,2710,1.0
89589,580,5410,3.0
54876,363,7153,3.0
15088,96,2000,3.0
3913,24,593,4.5
10391,68,153,3.0
49168,318,2925,3.5
33811,230,2716,2.0
64755,414,68319,2.5
13848,89,86833,1.5
61457,405,1732,3.5
49736,318,100044,4.0
95208,600,594,3.0
67046,432,81788,4.0
15696,103,2124,4.0
38371,263,3793,4.0
22103,145,208,3.0
25450,177,8666,1.5
47564,307,37857,4.5
27063,182,33794,3.5
4553,28,8914,2.0
15314,100,234,4.0
81508,516,647,3.0
58036,380,136864,2.0
10728,68,2248,3.0
85644,555,2424,3.0
48381,313,1754,3.0
87404,563,40815,3.5
39617,274,2291,3.0
24240,168,903,4.5
86994,561,77561,3.0
42761,288,3345,3.0
6535,45,520,4.0
35438,239,2858,5.0
90366,587,2396,5.0
82701,525,1569,4.0
65350,419,2700,5.0
55864,368,5060,4.0
69414,448,4980,3.0
7473,51,829,4.0
52324,339,97938,4.0
24095,167,1080,3.5
60187,387,40966,3.5
89952,584,338,4.0
20265,132,79132,3.0
23109,158,2109,3.5
72870,469,3405,3.0
18571,119,4306,4.0
78480,489,22,3.5
82759,525,3034,4.0
89018,575,2567,4.0
43547,292,1036,4.0
49907,320,6283,3.5
91452,593,2706,2.5
18314,116,1569,3.5
36582,249,2997,4.0
19628,127,903,3.0
100485,610,83134,4.0
48787,316,4816,3.0
75534,477,1193,4.5
58418,381,8865,2.5
26793,182,4407,4.5
55010,365,48774,1.5
89885,583,35836,3.0
80854,510,457,4.5
47862,309,1301,4.0
27156,184,87483,2.0
56226,372,628,4.0
83164,526,112290,5.0
97920,606,3676,3.5
45703,303,1580,5.0
83810,534,45499,4.0
93486,599,2706,2.5
36744,249,6754,3.5
59732,387,3350,3.5
70714,452,1580,4.0
41437,280,94959,5.0
84016,534,102716,4.0
67896,438,4265,3.0
34718,232,70183,3.0
63549,414,3950,4.0
42852,288,3917,1.0
16908,105,170411,4.0
4615,28,41997,3.0
70694,452,1259,5.0
84996,552,2140,3.0
67734,438,1858,3.5
17497,111,8814,3.0
35090,234,3751,1.0
80848,510,231,3.5
5811,41,59725,3.0
44276,294,2518,2.0
22385,152,2571,4.0
54446,357,27329,4.0
96519,603,1711,1.0
53510,353,122,3.0
34385,232,32587,4.5
7799,52,3996,4.5
53600,354,357,4.0
31197,217,1792,3.0
44853,298,5313,0.5
11160,68,7458,4.0
79848,498,47,3.0
79888,499,2083,3.5
55015,365,54259,1.0
11168,68,8371,2.5
38590,265,1961,4.0
64652,414,55080,4.0
70601,450,3949,4.0
4984,32,627,4.0
11014,68,4720,3.0
6596,45,1242,5.0
31852,219,5507,2.0
49780,318,116505,3.0
4748,28,65216,3.5
27453,186,2662,4.0
47894,309,3996,4.0
81625,517,1223,2.5
80057,502,2520,1.0
90611,590,903,4.5
86894,561,7147,3.0
90293,587,898,4.0
90677,590,1220,4.0
84864,551,8368,4.0
36115,246,53125,4.5
75250,475,4896,5.0
24804,174,333,4.0
58771,382,63113,3.5
2389,19,546,2.0
26883,182,5312,2.5
75702,477,3000,5.0
53750,354,5349,4.0
54214,357,1084,4.5
61973,410,3618,5.0
46547,305,112788,3.5
17953,112,2571,5.0
26460,182,2311,4.0
94602,599,51080,2.0
49120,318,1799,3.5
75086,474,38886,4.0
49260,318,5120,4.0
45589,301,2617,0.5
65519,420,4306,4.0
37762,256,3785,4.0
71116,453,4223,4.0
62357,414,151,5.0
66560,428,3893,3.0
40901,275,4291,5.0
65589,420,56757,4.0
49323,318,7228,3.0
100265,610,54648,1.5
73635,474,1958,3.0
69613,448,8596,3.0
90874,590,2795,3.5
53044,350,788,3.0
906,7,1584,5.0
55072,365,89864,4.0
37210,249,96691,3.5
51938,337,454,5.0
4040,26,47,4.0
2595,19,1783,1.0
47442,307,6888,0.5
90387,587,2874,4.0
3724,22,8622,0.5
80033,501,736,5.0
47960,310,2524,0.5
81138,514,1214,4.0
20590,135,3996,5.0
61335,403,2641,2.5
82358,522,67255,4.0
7973,55,2393,0.5
42934,288,4976,4.0
58261,381,2706,3.0
56931,380,356,5.0
40319,274,44840,3.5
53762,354,6218,3.5
16821,105,112421,4.5
30714,215,55820,4.0
81771,517,5299,2.0
95837,600,46723,2.5
27360,186,1136,5.0
88231,570,141,2.5
71721,462,2866,3.5
61112,398,58293,1.5
100082,610,26542,3.5
6995,47,45950,3.0
46173,305,4878,5.0
42399,288,1653,4.0
45718,303,3703,5.0
36358,248,122916,3.5
97453,606,541,5.0
99392,608,6807,2.0
9097,62,119141,3.0
41984,287,648,1.0
14693,91,27317,4.5
70392,448,136654,1.5
6966,47,4474,3.5
39605,274,2167,4.0
17184,109,586,3.0
27945,191,111,5.0
5366,37,349,4.0
72063,464,597,4.5
48998,318,159,4.0
27342,186,914,4.0
12900,82,5507,3.5
27287,185,3034,3.0
35898,244,1233,5.0
49987,322,480,3.5
85256,554,1951,4.0
36423,249,608,4.5
98146,606,6365,2.0
16257,105,1172,4.0
48765,316,2657,3.5
12554,80,2232,4.0
43048,288,8636,4.5
79058,489,59725,2.5
30112,210,72998,5.0
15102,96,2716,5.0
99932,610,5952,5.0
27602,187,1263,2.0
12248,75,5008,4.0
84420,542,364,5.0
30074,210,6539,4.5
71203,455,62,4.0
15626,103,1028,4.0
20903,139,3969,0.5
38652,265,3593,1.0
69937,448,85774,4.5
6893,46,253,4.0
3875,23,5618,4.0
52063,339,1466,4.0
25441,177,8376,2.0
23076,156,8128,4.0
52074,339,1732,5.0
73487,474,1307,5.0
47907,309,6639,4.0
95640,600,4308,4.0
42536,288,2289,3.0
97192,605,1381,2.5
83925,534,79185,4.5
51503,332,3671,3.0
66637,428,6539,2.5
42174,288,466,3.0
26915,182,5609,2.0
95689,600,5171,1.5
98948,608,1721,2.0
19343,125,44195,4.0
65701,422,4132,1.0
93353,599,2275,1.5
58848,382,135436,3.5
90400,587,3363,4.0
81867,517,68793,3.0
56928,380,344,5.0
4095,27,1015,4.0
37651,254,32587,5.0
46276,305,44972,4.0
61184,400,4993,4.0
52254,339,64969,3.5
32359,221,1259,5.0
22943,156,2683,3.0
74151,474,3835,1.5
36664,249,4643,3.0
50897,328,82459,1.0
23166,159,4022,3.0
81751,517,4246,3.0
497,4,4121,4.0
51214,331,3751,4.0
197,1,2997,4.0
82089,520,3462,4.0
64967,414,168612,4.0
45918,304,2322,4.0
3938,24,2405,2.5
80294,506,41571,3.0
87877,567,25782,0.5
25544,177,45950,4.0
38562,265,1295,1.0
13900,89,105746,4.5
89041,576,1223,4.0
30739,216,671,2.0
80326,506,112556,3.0
71347,457,3798,3.0
148,1,2338,2.0
49711,318,94677,4.0
75751,477,3994,5.0
6551,45,639,2.0
90517,590,1,4.0
27171,184,106920,4.5
28682,199,1278,5.0
89752,581,318,5.0
92831,599,492,2.5
70,1,1198,5.0
56329,372,1357,5.0
58447,381,34319,4.0
17443,111,5816,4.0
34625,232,56174,3.0
39009,268,2630,3.0
57012,380,1079,5.0
29374,201,2797,4.0
68732,448,500,4.0
31607,219,1020,3.0
2500,19,1269,4.0
52105,339,3535,5.0
15414,100,3244,4.0
58967,385,10,3.0
65854,424,48780,3.5
91008,590,4361,4.5
94169,599,6709,2.0
2906,19,3448,3.0
14514,91,3481,2.5
8045,57,69,4.0
80626,509,39435,3.0
52597,344,2012,5.0
55451,368,431,3.0
93151,599,1527,4.0
68430,445,593,4.0
7700,51,4518,3.5
98810,608,743,1.5
66052,425,2355,3.0
95408,600,2088,3.5
42940,288,4995,3.0
12838,82,2770,3.0
76879,480,8865,4.0
43471,291,59315,4.0
33276,226,2706,3.0
27000,182,6620,4.0
65816,424,3499,3.5
5055,33,261,4.0
44740,298,3593,0.5
90718,590,1356,4.5
41028,277,653,4.0
71109,453,4034,5.0
77258,483,253,3.5
23367,160,1270,5.0
3973,24,38061,4.0
85060,552,3255,3.5
67495,437,198,3.0
70156,448,103819,3.0
99255,608,4369,4.0
48660,314,524,4.0
5052,33,230,3.0
79102,489,88125,3.5
98973,608,1917,3.5
77614,483,4701,3.5
46662,306,76093,3.0
72857,469,3210,3.0
36519,249,1954,4.5
30791,216,1966,2.0
32771,222,59900,2.0
69830,448,71518,3.0
61702,408,115210,4.0
90944,590,3508,4.0
68129,438,8864,3.5
47830,309,906,3.5
58687,382,6593,3.5
1231,10,94070,4.5
23338,160,1056,3.0
23792,164,3578,5.0
17582,111,55261,2.5
15480,101,2716,4.0
33065,226,145,3.5
63219,414,2745,4.0
79742,495,115149,4.5
72571,469,1206,5.0
90961,590,3703,3.0
54055,356,30822,3.5
40258,274,34048,2.5
84389,541,508,5.0
66351,427,5696,3.0
51996,338,177765,2.5
2898,19,3398,2.0
55105,365,103772,3.0
166,1,2571,5.0
44967,298,7438,4.0
86268,560,4232,2.5
86456,560,56587,2.5
51448,332,1960,4.0
41340,280,5025,2.5
59438,387,1252,5.0
54913,365,1196,4.0
24649,171,163,5.0
49561,318,69640,3.5
96779,603,2936,5.0
98370,606,33903,4.0
17797,111,130520,4.5
71859,462,8798,2.0
21799,141,6934,3.5
22457,153,1682,4.5
3916,24,780,3.5
57935,380,96432,4.0
49591,318,72356,4.5
66742,430,2599,4.0
1251,10,112006,4.0
2248,18,141688,4.0
54102,356,56788,4.0
83728,534,5218,2.5
48716,315,1035,4.0
11389,68,56941,2.0
6858,45,8360,5.0
55640,368,2006,2.0
58893,383,3006,5.0
91568,594,1214,4.0
22990,156,3152,5.0
7629,51,2942,2.0
60372,390,6350,5.0
44385,294,3735,4.0
20464,135,1694,1.0
76679,480,4452,1.5
62275,413,4993,5.0
16579,105,37731,5.0
27239,184,178111,2.0
23774,164,1200,5.0
94187,599,6810,2.0
43924,292,116823,4.5
94545,599,44241,2.0
73167,474,273,2.5
83836,534,54004,5.0
81048,512,595,4.0
29787,203,370,2.0
53592,354,185,3.5
6520,45,362,5.0
100640,610,103810,3.0
78573,489,783,3.5
44952,298,7155,1.0
61929,410,2245,2.0
33743,230,253,4.0
79063,489,60397,0.5
64491,414,43871,2.5
65244,418,4226,3.5
13973,89,132496,4.5
78668,489,1580,3.0
83072,525,111759,4.5
22965,156,2947,2.0
30138,210,111362,4.5
7504,51,1272,5.0
20472,135,1845,5.0
79261,491,8529,5.0
7580,51,2371,3.5
61651,408,55908,5.0
20002,132,1089,3.0
31927,219,8983,3.5
46517,305,105585,5.0
98049,606,4977,3.5
30500,212,168250,2.5
71857,462,8622,3.5
60780,391,5339,4.0
34060,232,3977,3.0
76765,480,5679,4.0
390,4,1282,5.0
22376,152,1136,3.5
92380,597,1663,5.0
58972,385,32,4.0
26769,182,4262,4.0
59598,387,2303,4.0
16435,105,5785,3.5
92608,598,5816,5.0
14513,91,3471,4.0
19755,129,4306,3.5
50563,326,55721,4.5
93083,599,1307,3.0
31527,219,10,4.5
24947,177,455,3.0
19666,128,965,4.0
69565,448,7016,1.0
40919,275,4816,5.0
81445,514,140956,3.0
17821,111,148652,3.0
70003,448,91542,2.5
71728,462,2985,4.5
40780,275,2391,4.0
16192,104,72737,3.5
52050,339,1227,5.0
37732,256,260,4.0
68296,441,4571,5.0
13463,86,59315,4.0
37909,257,1288,4.5
73779,474,2357,4.5
42916,288,4776,2.0
68987,448,2141,3.0
99568,610,471,4.0
96303,603,931,5.0
5556,40,17,5.0
34006,232,2355,3.5
74433,474,5379,4.5
59714,387,3221,3.0
56659,376,96079,4.5
54707,361,5218,3.5
98296,606,8933,4.0
27038,182,7265,4.5
52981,349,34,5.0
93247,599,1904,3.0
89923,584,193,1.0
38615,265,2529,4.0
98690,608,110,4.0
42875,288,4010,2.0
74534,474,6039,2.0
5889,42,122,3.0
86648,561,1135,2.5
40371,274,51412,3.5
84313,540,5349,4.0
65455,420,296,4.0
62962,414,2000,3.0
30666,215,1968,5.0
49274,318,5669,3.5
78363,488,34,3.0
27278,185,2081,4.0
78752,489,2571,4.0
64324,414,8665,3.5
20092,132,3083,3.5
49101,318,1385,4.0
71091,453,3948,4.0
11604,68,119145,4.0
79157,490,5673,2.5
27960,191,193,2.0
33654,228,1091,3.5
3536,21,96004,2.0
53666,354,1732,4.0
91446,593,2336,4.5
55610,368,1769,3.0
51298,331,48394,5.0
53591,354,165,4.0
57950,380,99813,5.0
100536,610,91485,3.0
46945,307,1326,0.5
7362,50,127146,3.0
91695,594,7032,4.0
47579,307,42723,0.5
21796,141,6539,4.0
41122,279,3753,3.0
1028,8,11,4.0
24163,167,4022,3.0
18236,115,2921,5.0
40886,275,4034,5.0
45785,304,480,4.0
88620,572,1945,5.0
6807,45,4104,1.0
5737,41,4306,3.0
43196,290,25,4.0
68420,445,111,3.0
88702,573,457,4.5
61226,401,6539,3.5
48622,314,224,3.0
5768,41,7293,5.0
81441,514,134130,4.0
23349,160,1183,4.0
79439,493,1221,5.0
73657,474,2010,3.5
16746,105,90405,3.5
20947,139,5952,4.0
46071,305,1732,4.5
46498,305,97752,4.5
75382,476,313,4.0
63022,414,2117,3.0
75994,477,64839,4.5
7681,51,4148,0.5
41523,282,1704,4.5
28629,199,778,3.5
36232,247,2959,5.0
35321,239,296,5.0
46918,307,1215,5.0
99711,610,3174,4.0
72249,465,2819,4.0
89943,584,292,5.0
16228,105,307,4.5
6948,47,2144,3.0
21750,141,3052,3.5
96457,603,1391,5.0
63447,414,3552,4.0
68647,447,588,5.0
23317,160,837,2.0
20631,136,151,5.0
52257,339,68237,5.0
69346,448,4396,5.0
19285,125,4082,5.0
2678,19,2123,3.0
11904,73,62434,4.0
22325,151,710,3.0
22750,156,869,4.0
27819,188,1951,5.0
80746,509,80834,3.5
94057,599,5585,1.0
73767,474,2312,2.5
91419,593,892,4.0
96935,603,3637,5.0
52221,339,54001,2.5
70729,452,1722,4.0
96274,603,835,4.0
24298,168,5291,5.0
82248,522,1265,4.5
32981,225,785,5.0
28298,196,51935,4.5
71166,454,1252,4.0
12234,75,2078,5.0
49089,318,1270,2.5
5497,39,1270,4.0
11159,68,7454,3.0
20926,139,5026,2.5
37020,249,70336,3.0
65994,425,1342,3.5
23770,164,1097,5.0
11943,73,87232,5.0
72320,466,6373,4.0
21092,140,50,3.0
17282,111,597,4.0
19405,125,76077,3.5
77286,483,442,2.5
63069,414,2268,4.0
44975,298,8368,3.0
24108,167,1257,3.0
15910,103,89774,4.5
449,4,2762,4.0
18930,122,3409,4.0
35009,234,1920,2.0
32970,225,104,5.0
47423,307,6711,4.0
36739,249,6593,3.5
11139,68,7090,4.0
36604,249,3535,5.0
73825,474,2501,3.5
67852,438,3852,3.5
26289,182,1251,5.0
40955,275,5572,2.0
68730,448,492,4.0
65760,424,500,2.5
100785,610,140247,3.5
52325,339,99114,3.0
54327,357,2599,4.0
27902,190,6711,5.0
93421,599,2445,2.0
74164,474,3897,4.5
3346,21,4005,4.0
18550,119,1270,4.0
